kode_kelurahan,kode_kecamatan,kode_kabupaten,kode_provinsi,name
2003,10,21,12,Batang Bulu Baru
2004,10,21,12,Gunung Intan
2005,10,21,12,Tanjung Purba Baru (Purbatua)
2006,10,21,12,Banua Tonga
2007,10,21,12,Gunung Barani
2008,10,21,12,Tanjung Baringin (Tanjung Baringin Simarulak)
2009,10,21,12,Sayur Mahincat
2010,10,21,12,Sidomulio
2011,10,21,12,Panarian
2001,11,21,12,Aek Nabara Tonga
2002,11,21,12,Aek Nabara Jae
2003,11,21,12,Padang Garugur Jae
2004,11,21,12,Huta Bargot
2005,11,21,12,Janji Maria
2006,11,21,12,Padang Garugur Julu (Padang Galugur Julu)
2007,11,21,12,Sidokan
2008,11,21,12,Tobing
2009,11,21,12,Hadungdung Aek (Hadungdung Aek Rampah/Rampa)
2010,11,21,12,Tobing Tinggi
2011,11,21,12,Sipagabu
2012,11,21,12,Tanjung
2013,11,21,12,Paran Tonga
2014,11,21,12,Paran Julu
2015,11,21,12,Hadungdung Pintu (Hadungdung Pintu Padang)
2016,11,21,12,Tanjung Rokan
2017,11,21,12,Aek Bonban
2018,11,21,12,Marenu
2019,11,21,12,Aek Nabara Julu
2020,11,21,12,Padang Garugur (Padang Garugur Tonga)
2021,11,21,12,Bangkuang
2022,11,21,12,Paya Bahung
2023,11,21,12,Aek Buaton
2024,11,21,12,Sayur Matua
2025,11,21,12,Sayur Mahincat
2001,12,21,12,Lubuk Gonting
2002,12,21,12,Padang Hasior Dolok
2003,12,21,12,Padang Hasior (Padang Hasior Lombang)
2004,12,21,12,Sitada Tada
2005,12,21,12,Paran Dolok
2006,12,21,12,Ujung Gading
2007,12,21,12,Simaninggir
2008,12,21,12,Tanjung Morang
2009,12,21,12,Silenjeng
2010,12,21,12,Aek Goti
2011,12,21,12,Gulangan
2012,12,21,12,Ujung Padang
2013,12,21,12,Balangka
2001,13,21,12,Hasahatan Julu
2002,13,21,12,Hasahatan Jae
2003,13,21,12,Sabahotang
2004,13,21,12,Sigorbus Julu
2005,13,21,12,Sigorbus Jae
2006,13,21,12,Mompang
2007,13,21,12,Sitarolo Julu
2008,13,21,12,Siolip
2009,13,21,12,Saba Rimba/Riba
2010,13,21,12,Limbong
2011,13,21,12,Simaninggir
2012,13,21,12,Binabo Julu
2013,13,21,12,Binabo Jae
2001,14,21,12,Hapung
2002,14,21,12,Batu Gajah
2003,14,21,12,Hapung Torop
2004,14,21,12,Harang Jae
2005,14,21,12,Harang Julu
2006,14,21,12,Handio
2007,14,21,12,Gunung Tua
2008,14,21,12,Mandian
2009,14,21,12,Parapat
2010,14,21,12,Horuon (Horuan)
2011,14,21,12,Bonan Dolok
2001,15,21,12,Pasir Julu
2002,15,21,12,Lumban Huayan
2003,15,21,12,Siborna Bunut
2004,15,21,12,Mananti Sosa Julu
2005,15,21,12,Ampolu
2006,15,21,12,Siginduang
2007,15,21,12,Ramba
2008,15,21,12,Roburan
2009,15,21,12,Tanjung
2010,15,21,12,Hurung Jilok
2011,15,21,12,Pasir Jae
2012,15,21,12,Sungai Jior
2001,16,21,12,Gading
2002,16,21,12,Huta Ruhom
2003,16,21,12,Aek Siala
2004,16,21,12,Bire
2005,16,21,12,Sibontar
2006,16,21,12,Paran Napa Jae
2007,16,21,12,Paran Napa Dolok
2008,16,21,12,Batusundung (Batu Sundung)
2009,16,21,12,Sidongdong (Sidong-Dong)
2010,16,21,12,Sisalean
2001,17,21,12,Tanjung Ale
2002,17,21,12,Sigala Gala
2003,17,21,12,Simangambat
2004,17,21,12,Pir Trans Sosa I B (Pirtrans Sosa Ib)
2005,17,21,12,Pir Trans Sosa I A (Gunung Mulia)
2006,17,21,12,Gunung Manaon
2007,17,21,12,Muara Tige
2008,17,21,12,Sibodak Papaso
2009,17,21,12,Gunung Inten (Gunung Intan)
2010,17,21,12,Pagaran Baringin/Beringin
2011,17,21,12,Salambue
2012,17,21,12,Papaso
2013,17,21,12,Rombayan
1001,01,22,12,Kotapinang (Kota Pinang)
2002,01,22,12,Simatahari
2003,01,22,12,Mampang
2004,01,22,12,Pasir Tuntung
2005,01,22,12,Sisumut
2006,01,22,12,Hadundung
2007,01,22,12,Sosopan
2008,01,22,12,Perkebunan Nomark (Perkebunan Normark)
2009,01,22,12,Perkebunan Nagodang
2010,01,22,12,Sungai Rumbia (Perkebunan Sei Rumbia)
2001,02,22,12,Perkebunan Perlabian
2002,02,22,12,Perkebunan Teluk Panji
2003,02,22,12,Perkebunan Tolan I/II
2004,02,22,12,Perkebunan Batang Seponggol
2005,02,22,12,Perkebunan Tolan (Pekan Tolan)
2006,02,22,12,Air Merah
2007,02,22,12,Teluk Panji (Kampung Teluk Panji)
2008,02,22,12,Tanjung Medan
2009,02,22,12,Perlabian (Kampung Perlabian)
2010,02,22,12,Tanjung Selamat
2011,02,22,12,Tanjung Mulia
2012,02,22,12,Teluk Panji I
2013,02,22,12,Teluk Panji II
2014,02,22,12,Teluk Panji III
2015,02,22,12,Teluk Panji IV
2001,03,22,12,Bangai
2002,03,22,12,Rasau
2003,03,22,12,Teluk Rampah
2004,03,22,12,Pangarungan
2005,03,22,12,Bunut
2006,03,22,12,Aek Batu
2007,03,22,12,Pinang Damai (Pinang Dame)
2008,03,22,12,Aek Raso
2009,03,22,12,Torgamba
2010,03,22,12,Asam Jawa
2011,03,22,12,Torganda
2012,03,22,12,Beringin Jaya
2013,03,22,12,Bukit Tujuh
2014,03,22,12,Sei Meranti (Sungai Meranti)
1001,04,22,12,Langga Payung
2002,04,22,12,Batang Nadenggan
2003,04,22,12,Sabungan
2004,04,22,12,Hajoran
2005,04,22,12,Ujung Gading
2006,04,22,12,Huta Godang
2007,04,22,12,Parimburan
2008,04,22,12,Sampean
2009,04,22,12,Marsonja
2001,05,22,12,Mandalasena (Mandala Sena)
2002,05,22,12,Binangadua (Binanga Dua)
2003,05,22,12,Aek Goti
2004,05,22,12,Ulu Mahuam (Ulumahuam)
2005,05,22,12,Rintis
2006,05,22,12,Sukadame (Suka Dame)
1001,01,23,12,Aek Kanopan
1002,01,23,12,Aek Kanopan Timur
2003,01,23,12,Kuala Beringin
2004,01,23,12,Parpaudangan
2005,01,23,12,Pulo Dogom
2006,01,23,12,Londut (Perkebunan Londut)
2007,01,23,12,Perkebunan Kanopan Ulu
2008,01,23,12,Perkebunan Mambang/Membang Muda
2009,01,23,12,Perkebunan Labuhan Haji
2010,01,23,12,Perkebunan Hanna
2011,01,23,12,Sonomartani (Sono Martani)
2012,01,23,12,Sukarame (Suka Rame)
2013,01,23,12,Sukarame Baru (Suka Rame Baru)
1001,02,23,12,Tanjung Leidong
2002,02,23,12,Teluk Pulai Dalam
2003,02,23,12,Teluk Pulai Luar
2004,02,23,12,Kelapa Sebatang
2005,02,23,12,Simandulang
2006,02,23,12,Air Hitam
2007,02,23,12,Pangkalan Lunang
1001,03,23,12,Kampung Mesjid
2002,03,23,12,Kuala Bangka
2003,03,23,12,Sei/Sungai Sentang
2004,03,23,12,Teluk Piai
2005,03,23,12,Tanjung Mangedar
2006,03,23,12,Teluk Binjai
2007,03,23,12,Sei/Sungai Apung
2001,04,23,12,Aek Korsik
2002,04,23,12,Bandar Selamat
2003,04,23,12,Perkebunan Padang Halaban
2004,04,23,12,Perkebunan Panigoran
2005,04,23,12,Sidomulyo
2006,04,23,12,Karang Ayer (Anyar)
2007,04,23,12,Padang Maninjau
2008,04,23,12,Purworejo (Purwo Rejo)
1001,05,23,12,Marbau
2002,05,23,12,Perkebunan Pernantian
2003,05,23,12,Perkebunan Marbau Selatan
2004,05,23,12,Perkebunan Milano
2005,05,23,12,Perkebunan Brussel
2006,05,23,12,Pulo Bargot
2007,05,23,12,Sipare Pare Tengah
2008,05,23,12,Sipare Pare Hilir
2009,05,23,12,Tubiran
2010,05,23,12,Belongkut
2011,05,23,12,Simpang Empat
2012,05,23,12,Babussalam
2013,05,23,12,Marbau Selatan
2014,05,23,12,Aek Tapa
2015,05,23,12,Lobu Rampah
2016,05,23,12,Bulung Gihit (Bulungihit)
2017,05,23,12,Aek Hitetoras
2018,05,23,12,Sumber Mulyo
1001,06,23,12,Aek Kota Batu
2002,06,23,12,Pematang
2003,06,23,12,Batu Tunggal
2004,06,23,12,Sungai Raja
2005,06,23,12,Perkebunan Berangir
2006,06,23,12,Silumajang
2007,06,23,12,Pulo Jantan
2008,06,23,12,Kampung Pajak
2009,06,23,12,Meranti Omas
2010,06,23,12,Hatapang
2011,06,23,12,Pasang Lela
2012,06,23,12,Simpang Marbau
2013,06,23,12,Bangun Rejo
1001,07,23,12,Bandar Durian
2002,07,23,12,Poldung
2003,07,23,12,Rombisan
2004,07,23,12,Sibito
2005,07,23,12,Simonis
2006,07,23,12,Perk. Aek Pamienke (Perkebunan Aek Pamingke)
2007,07,23,12,Pangkalan
2008,07,23,12,Adian Torop
2009,07,23,12,Ujung Padang
2010,07,23,12,Kampung Yaman
2011,07,23,12,Terang Bulan
2012,07,23,12,Perkebunan Halimbe
1001,08,23,12,Gunting Saga
2002,08,23,12,Damuli Pekan
2003,08,23,12,Siamporik
2004,08,23,12,Lobu Huala
2005,08,23,12,Gunung Melayu
2006,08,23,12,Damuli Kebun (Perkebunan Damuli)
2007,08,23,12,Hasang
2008,08,23,12,Bandar Lama
2009,08,23,12,Sidua Dua
2010,08,23,12,Simangalam
2011,08,23,12,Tanjung Pasir
2012,08,23,12,Sialang Taji
2001,01,24,12,Hilidundra
2002,01,24,12,Lawira Satua
2003,01,24,12,Fadoro Fulolo
2004,01,24,12,Lawira I
2005,01,24,12,Hiligodu
2006,01,24,12,Lombuza'ua (Lombuzaua)
2007,01,24,12,Maziaya
2008,01,24,12,Baho
2009,01,24,12,Lolofaoso
2010,01,24,12,Lawira II
2011,01,24,12,Dahadano
2012,01,24,12,Lolomboli
2013,01,24,12,Hiligeo Afia
2001,02,24,12,Seriwa'u (Seriwau)
2002,02,24,12,Ombolata Sawo
2003,02,24,12,Sanawuyu
2004,02,24,12,Onozitoli Sawo
2005,02,24,12,Sifahandro
2006,02,24,12,Sisarahili Teluk Siabang
2007,02,24,12,Lasara Sawo
2008,02,24,12,Sawo
2009,02,24,12,Hiliduruwa
2010,02,24,12,Teluk Bengkuang
2001,03,24,12,Botolakha
2002,03,24,12,Siofa Banua
2003,03,24,12,La'aya (Laaya)
2004,03,24,12,Alo'oa (Alooa)
2005,03,24,12,Ladara
2006,03,24,12,Banua Gea (Banuagea)
2007,03,24,12,Silima Banua
2008,03,24,12,Fino
2001,04,24,12,Tetehosi Maziaya
2002,04,24,12,Umbubalodano
2003,04,24,12,Hilimbosi
2004,04,24,12,Hilisalo'o (Hilisaloo)
2005,04,24,12,Fulolo Salo'o (Fulolo Saloo)
2006,04,24,12,Botombawo (Batom Bawo)
2001,05,24,12,Berua
2002,05,24,12,Esiwa
2003,05,24,12,Dahana Hiligodu
2004,05,24,12,Hilibanua
2005,05,24,12,Sisarahili
2006,05,24,12,Sisobahili
2007,05,24,12,Lasara
2008,05,24,12,Namohalu
2009,05,24,12,Tuhenakhe I
2010,05,24,12,Orahili
2011,05,24,12,Banua Sibohou
2001,06,24,12,Banua Sibohou III
2002,06,24,12,Harefanaese
2003,06,24,12,Hilimbowo Kare
2004,06,24,12,Laehuwa
2005,06,24,12,Mazingo
2006,06,24,12,Hilina'a (Hilina A)
2001,07,24,12,Bitaya
2002,07,24,12,Lahemboho
2003,07,24,12,Anaoma
2004,07,24,12,Dahana Tugala Oyo
2005,07,24,12,Fulolo
2006,07,24,12,Hiligawoni
2007,07,24,12,Ononamolo Tumula
2008,07,24,12,Banua Sibohou I
2009,07,24,12,Ombolata
2010,07,24,12,Banua Sibohou II
2011,07,24,12,Dahana Alasa
2012,07,24,12,Ononamolo Alasa
2013,07,24,12,Loloana'a
2014,07,24,12,Hilisebua Siwalubanua (Siwabanua)
2001,08,24,12,Te'olo
2002,08,24,12,Siwawo
2003,08,24,12,Fabaliwa Oyo
2004,08,24,12,Ononazara
2005,08,24,12,Humene Siheneasi
2006,08,24,12,Gunung Tua
2007,08,24,12,Botona'ai
2008,08,24,12,Harefa
2001,09,24,12,Afulu
2002,09,24,12,Lauru Fadoro
2003,09,24,12,Lauru I (Lauru I Afulu)
2004,09,24,12,Ombolata Afulu
2005,09,24,12,Harewakhe
2006,09,24,12,Sisobahili
2007,09,24,12,Lauru Lahewa
2008,09,24,12,Sifaoro'asi (Sifaoroasi)
2009,09,24,12,Faekhuna'a (Faekhunaa)
1001,10,24,12,Lahewa (Pasar Lahewa)
2002,10,24,12,Iraono Lase
2003,10,24,12,Holi
2004,10,24,12,Sifaoro'asi (Sifaoroasi)
2005,10,24,12,Hilizukhu
2006,10,24,12,Onozalukhu
2007,10,24,12,Hilina'a (Hilina A)
2008,10,24,12,Hiligodu Hoya (Hili Goduhoya)
2009,10,24,12,Sitolubanua (Sitolu Banua)
2010,10,24,12,Hilihati (Hili Hati)
2011,10,24,12,Fadoro Sitolu Hili
2012,10,24,12,Marafala
2013,10,24,12,Hiligawolo (Hili Gawolo)
2014,10,24,12,Balefadoro Tuho
2015,10,24,12,Ombolata
2016,10,24,12,Afia
2017,10,24,12,Moawo
2018,10,24,12,Lasara
2019,10,24,12,Sihene'asi (Siheneasi)
2020,10,24,12,Fadoro Hilimbowo
2021,10,24,12,Fadoro Hilihambawa
2001,11,24,12,Laowowaga
2002,11,24,12,Lukhu Lase
2003,11,24,12,Tetehosi Sorowi
2004,11,24,12,Tefa'o (Tefao)
2005,11,24,12,Tugala Lauru
2006,11,24,12,Muzoi
2007,11,24,12,Meafu
2001,01,25,12,Sisobaoho
2002,01,25,12,Bawozamaiwo
2003,01,25,12,Sitolubanua (Sitolu Banua)
2004,01,25,12,Lologundre
2005,01,25,12,Iraonogaila
2006,01,25,12,Tigaserangkai (Tiga Serangkai)
2007,01,25,12,Onowaembo (Ono Waembo)
2008,01,25,12,Onolimbu (Ono Limbu)
2009,01,25,12,Haliadulo (Hiliadulo)
2010,01,25,12,Sisobambowo
2011,01,25,12,Lolowau
2001,02,25,12,Bawosaloo
2002,02,25,12,Imana
2003,02,25,12,Tuwa Tuwa
2004,02,25,12,Kafo Kafo
2005,02,25,12,Bawasawa
2006,02,25,12,Pulau Bogi
2007,02,25,12,Halamona
2008,02,25,12,Hanofa
2009,02,25,12,Lahawa
2010,02,25,12,Hinako
2011,02,25,12,Sineneeto (Sinene Eto)
2012,02,25,12,Balowondrate
2013,02,25,12,Hilimberuanaa (Hilimberua)
2014,02,25,12,Lahusa
2015,02,25,12,Ombolata
2016,02,25,12,Tetehosi
2017,02,25,12,Togimbogi (Togim Bogi)
2018,02,25,12,Sisobandrao
2019,02,25,12,Fadoro
2020,02,25,12,Tugala Gawu (Tugalagawu)
2021,02,25,12,Sirombu
2022,02,25,12,Togideu
2023,02,25,12,Tugala
2024,02,25,12,Orahili
2025,02,25,12,Gunungcahaya (Gunung Cahaya)
2001,03,25,12,Onolimbu Raya (Onolimburaya)
2002,03,25,12,Ononamolo III
2003,03,25,12,Sisobaoho
2004,03,25,12,Iraonogeba
2005,03,25,12,Lolohia
2006,03,25,12,Fadorosifulubanua (Fadoro Sifulu Banua)
2007,03,25,12,Hillidaura (Hilidaura)
2008,03,25,12,Sisarahili II
2009,03,25,12,Lasara Bagawu
2010,03,25,12,Sisobandrao
2011,03,25,12,Mazingo
2012,03,25,12,Onolimbu You (Onolimbuyou)
2013,03,25,12,Lasarafaga (Lasara Faga)
2014,03,25,12,Orahili Badalu
2001,04,25,12,Hiliwaloo II
2002,04,25,12,Gunungbaru (Gunung Baru)
2003,04,25,12,Hilisoromi (Hili Soromi)
2004,04,25,12,Siduahili (Sidua Hili)
2005,04,25,12,Sitolubanua Fadoro (Sitolu Banua Fadoro)
2006,04,25,12,Halifadolo (Hilifadolo)
2007,04,25,12,Lasara Bahili
2008,04,25,12,Hiliwaele (Hili Waele)
2009,04,25,12,Sitoluewali (Sitolu Ewali)
2010,04,25,12,Onozalukhu You
2001,05,25,12,Simaeasi (Simae'asi)
2002,05,25,12,Lologolu
2003,05,25,12,Tuwuna (Tuwuuna)
2004,05,25,12,Tuhemberua
2005,05,25,12,Lolozirugi
2006,05,25,12,Lakhene (Lakhena)
2007,05,25,12,Hiliwaloo I (Hiliwalo'o I)
2008,05,25,12,Sianaa (Siana'a)
2009,05,25,12,Fadoro
2010,05,25,12,Iraonogambo (Iraono Gambo)
2011,05,25,12,Tuhoowo (Tuho'owo)
2012,05,25,12,Fadoro Bahili
2013,05,25,12,Tumori
2014,05,25,12,Lasara Baene
2015,05,25,12,Tetehosi
2016,05,25,12,Sisarahili I
2017,05,25,12,Doli-Doli
2018,05,25,12,Hayo
2019,05,25,12,ZuzuNdrao
2020,05,25,12,Sisobambowo
2001,06,25,12,Balodano
2002,06,25,12,Hiambanua
2003,06,25,12,Hilimayo (Hili Mayo)
2004,06,25,12,Sihareo
2005,06,25,12,Lolomboli
2006,06,25,12,Ononamolo I
2007,06,25,12,Hilimbaruzo
2008,06,25,12,Tarahoso
2009,06,25,12,Ononamolo II
2010,06,25,12,Taraha
2011,06,25,12,Lahagu
2012,06,25,12,Hilimbowo
2001,07,25,12,Sisobawino II
2002,07,25,12,Duria
2003,07,25,12,Ambukha
2004,07,25,12,Hilimbowo Mau
2005,07,25,12,Hilimbuasi
2006,07,25,12,Lolofitu
2007,07,25,12,Hiliuso
2008,07,25,12,Wango
2001,08,25,12,Bukit Tinggi
2002,08,25,12,Lawelu
2003,08,25,12,Saloo
2004,08,25,12,Hilisangawola
2005,08,25,12,Hilibadalu
1001,01,71,12,Pasar Baru
1002,01,71,12,Pusat Pasar
1003,01,71,12,Sei Rengas I
1004,01,71,12,Mesjid
1005,01,71,12,Pandau Hulu I
1006,01,71,12,Kotamatsum III (Kota Matsum III)
1007,01,71,12,Pasar Merah Barat
1008,01,71,12,Teladan Timur
1009,01,71,12,Teladan Barat
1010,01,71,12,Sudirejo (Sudi Rejo I)
1011,01,71,12,Sudirejo II (Sudi Rejo II)
1012,01,71,12,Sitirejo I (Siti Rejo I)
1001,02,71,12,Lalang
1002,02,71,12,Sei Sikambing B
1003,02,71,12,Sunggal
1004,02,71,12,Babura Sunggal
1005,02,71,12,Tanjung Rejo
1006,02,71,12,Simpang Tanjung
1001,03,71,12,Helvetia
1002,03,71,12,Helvetia Tengah
1003,03,71,12,Helvetia Timur
1004,03,71,12,Tanjung Gusta
1005,03,71,12,Cinta Damai
1006,03,71,12,Dwi Kora
1007,03,71,12,Sei Sikambing C II
1001,04,71,12,Tegal Sari Mandala I
1002,04,71,12,Tegal Sari Mandala II
1003,04,71,12,Tegal Sari Mandala III
1004,04,71,12,Denai
1005,04,71,12,Binjai
1006,04,71,12,Medan Tenggara
1001,05,71,12,Kesawan
1002,05,71,12,Silalas
1003,05,71,12,Glugur Kota
1004,05,71,12,Pulo Berayan Kota (Pulo Brayan Kota)
1005,05,71,12,Sei Agul
1006,05,71,12,Karang Berombak
1001,06,71,12,Titipapan (Titi Papan)
1002,06,71,12,Tanjung Mulia Hilir
1003,06,71,12,Tanjung Mulya (Tanjung Mulia)
1004,06,71,12,Kota Bangun
1005,06,71,12,Mabar
1006,06,71,12,Mabar Hilir
1001,07,71,12,Tanjung Selamat
1002,07,71,12,Simpang Selayang
1003,07,71,12,Namo Gajah (Namu Gajah)
1004,07,71,12,Kemenangan Tani
1005,07,71,12,Laucih (Lau Cih)
1006,07,71,12,Sidomulyo
1007,07,71,12,Ladang Bambu
1008,07,71,12,Simalingkar B
1009,07,71,12,Mangga
1001,08,71,12,Belawan I
1002,08,71,12,Belawan II
1003,08,71,12,Belawan Bahagia
1004,08,71,12,Belawan Bahari
1005,08,71,12,Belawan Sicanang
1006,08,71,12,Bagan Deli
1001,09,71,12,Amplas
1002,09,71,12,Sitirejo II
1003,09,71,12,Sitirejo III
1004,09,71,12,Harjosari I
1005,09,71,12,Harjosari II
1006,09,71,12,Timbang Deli
1007,09,71,12,Bangun Mulia
1001,10,71,12,Sukaramai I
1002,10,71,12,Sukaramai II
1003,10,71,12,Sei Rengas II
1004,10,71,12,Sei Rengas Permata
1005,10,71,12,Pandau Hulu II
1006,10,71,12,Kota Matsum I
1007,10,71,12,Kota Matsum II
1008,10,71,12,Kota Matsum IV
1009,10,71,12,Pasar Merah Timur
1010,10,71,12,Tegal Sari I
1011,10,71,12,Tegal Sari II
1012,10,71,12,Tegal Sari III
1001,11,71,12,Suka Maju
1002,11,71,12,Titi Kuning
1003,11,71,12,Kedai Durian
1004,11,71,12,Pangkalan Mansur (Pangkalan Masyhur)
1005,11,71,12,Gedung Johor
1006,11,71,12,Kwala Bekala
1001,12,71,12,Labuhan Deli
1002,12,71,12,Rengas Pulau
1003,12,71,12,Terjun
1004,12,71,12,Tanah Enam Ratus
1005,12,71,12,Paya Pasir
1001,13,71,12,Pekan Labuhan
1002,13,71,12,Sei Mati
1003,13,71,12,Besar
1004,13,71,12,Martubung
1005,13,71,12,Nelayan Indah
1006,13,71,12,Tangkahan
1001,14,71,12,Indra Kasih
1002,14,71,12,Sidorejo Hilir
1003,14,71,12,Sidorejo
1004,14,71,12,Bantan
1005,14,71,12,Tembung
1006,14,71,12,Bandar Selamat
1007,14,71,12,Bantan Timur
1001,15,71,12,Aur
1002,15,71,12,Hamdan
1003,15,71,12,Jati
1004,15,71,12,Sukaraja (Suka Raja)
1005,15,71,12,Sei Mati
1006,15,71,12,Kampung Baru
1001,16,71,12,Madras Hulu
1002,16,71,12,Polonia
1003,16,71,12,Sari Rejo
1004,16,71,12,Suka Damai
1005,16,71,12,Anggrung
1001,17,71,12,Petisah Hulu
1002,17,71,12,Babura
1003,17,71,12,Merdeka
1004,17,71,12,Darat
1005,17,71,12,Padang Bulan
1006,17,71,12,Titi Rantai/Rante
1001,18,71,12,Pandau Hilir
1002,18,71,12,Pahlawan
1003,18,71,12,Sei Kera Hilir I (Sei Kerah Hilir I)
1004,18,71,12,Sei Kera Hilir II (Sei Kerah Hilir II)
1005,18,71,12,Sei Kera Hulu
1006,18,71,12,Sidorame Timur
1007,18,71,12,Sidorame Barat I
1008,18,71,12,Sidorame Barat II
1009,18,71,12,Tegalrejo (Tegal Rejo)
1001,19,71,12,Petisah Tengah
1002,19,71,12,Sekip
1003,19,71,12,Sei Sikambing D
1004,19,71,12,Sei Putih Barat
1005,19,71,12,Sei Putih Tengah
1006,19,71,12,Sei Putih Timur I
1007,19,71,12,Sei Putih Timur II
1001,20,71,12,Gang Buntu
1002,20,71,12,Sidodadi
1003,20,71,12,Durian
1004,20,71,12,Glugur Darat I
1005,20,71,12,Glugur Darat II
1006,20,71,12,P Berayan Darat I (Pulo Brayan Darat I)
1007,20,71,12,P Berayan Darat II
1008,20,71,12,P Berayan Bengkel (Pulo Brayan Bengkel)
1009,20,71,12,PB Bengkel Baru (Pulo Brayan Bengkel Baru)
1010,20,71,12,Perintis
1011,20,71,12,Gaharu
1001,21,71,12,Asam Kumbang
1002,21,71,12,Tanjungsari (Tanjung Sari)
1003,21,71,12,Padang Bulan Selayang II
1004,21,71,12,Beringin
1005,21,71,12,Padang Bulan Selayang I
1006,21,71,12,Sempakata
1001,01,72,12,Kebun Sayur
1002,01,72,12,Tomuan
1003,01,72,12,Pahlawan
1004,01,72,12,Asuhan
1005,01,72,12,Merdeka
1006,01,72,12,Pardomuan
1007,01,72,12,Siopat Suhu
1001,02,72,12,Dwikora
1002,02,72,12,Proklamasi
1003,02,72,12,Bantan
1004,02,72,12,Timbang Galung
1005,02,72,12,Simarito
1006,02,72,12,Sipinggolpinggol (Sipinggol Pinggol)
1007,02,72,12,Banjar
1008,02,72,12,Teladan
1001,03,72,12,Melayu
1002,03,72,12,Martoba
1003,03,72,12,Baru
1004,03,72,12,Sukadame
1005,03,72,12,Kahean
1006,03,72,12,Sigulanggulang (Sigulang Gulang I)
1007,03,72,12,Bane
1001,04,72,12,Toba
1002,04,72,12,Karo
1003,04,72,12,Simalungun
1004,04,72,12,Martimbang
1005,04,72,12,Kristen
1006,04,72,12,Aek Nauli
1002,05,72,12,Sukaraja
1005,05,72,12,Baringin Pancur Nauli (Bp Nauli)
1006,05,72,12,Pardamean
1007,05,72,12,Sukamaju
1008,05,72,12,Parhorasan Nauli
1009,05,72,12,Sukamakmur
1010,05,72,12,Mekar Nauli
1001,06,72,12,Sumber Jaya
1003,06,72,12,Tambun Nabolon
1007,06,72,12,Naga Pita
1008,06,72,12,Pondok Sayur
1009,06,72,12,Tanjung Tongah
1010,06,72,12,Naga Pitu
1011,06,72,12,Tanjung Pinggir
1001,07,72,12,Gurilla
1002,07,72,12,Bah Kapul
1003,07,72,12,Setia Negara
1004,07,72,12,Bukit Sofa/Shofa
1005,07,72,12,Bah Sorma
1001,08,72,12,Simarimbun
1002,08,72,12,Tong Marimbun
1003,08,72,12,Naga Huta (Nagahuta)
1004,08,72,12,Naga Huta Timur
1005,08,72,12,Pematang Marihat
1006,08,72,12,Marihat Jaya
1001,01,73,12,Huta Barangan
1002,01,73,12,Angin Nauli
1003,01,73,12,Huta Tonga Tonga
1004,01,73,12,Sibolga Ilir
1005,01,73,12,Simare-Mare (Simaremare)
1001,02,73,12,Kota Baringin (Beringin)
1002,02,73,12,Pasar Baru
1003,02,73,12,Pasar Belakang
1004,02,73,12,Pancuran Gerobak
1001,03,73,12,Aek Habil
1002,03,73,12,Aek Manis
1003,03,73,12,Aek Muara Pinang
1004,03,73,12,Aek Parombunan
1001,04,73,12,Pancuran Kerambil
1002,04,73,12,Pancuran Dewa
1003,04,73,12,Pancuran Pinang
1004,04,73,12,Pancuran Bambu
1001,01,74,12,Tanjung Balai Kota I (Tanjungbalai Kota I)
1002,01,74,12,Tanjung Balai Kota II (Tanjungbalai Kota II)
1003,01,74,12,Perwira
1004,01,74,12,Karya
1005,01,74,12,Pantai Burung
1006,01,74,12,Indra Sakti
1001,02,74,12,Tanjung Balai Kota III (Tanjungbalai Kota III)
1002,02,74,12,Tanjung Balai Kota IV (Tanjungbalai Kota IV)
1003,02,74,12,Sejahtera
1004,02,74,12,Kuala Silo Bestari (Kuala Silau Bestari)
1005,02,74,12,Matahalasan
1001,03,74,12,Keramat Kubah
1002,03,74,12,Sumber Sari
1003,03,74,12,Muara Sentosa
1004,03,74,12,Pasar Baru
1005,03,74,12,Sei Raja
1001,04,74,12,Sei Merbau
1002,04,74,12,Pematang Pasir
1003,04,74,12,Perjuangan
1004,04,74,12,Kapias Pulau Buaya
1005,04,74,12,Beting Kwala/Kuala Kapias
1003,05,74,12,Gading
1004,05,74,12,Sirantau
1005,05,74,12,Sijambi
1006,05,74,12,Pahang
1010,05,74,12,Pantai Johor
1001,06,74,12,Pulau Simardan
1002,06,74,12,Semula Jadi
1003,06,74,12,Selat Lancang
1004,06,74,12,Bunga Tanjung
1005,06,74,12,Selat Tanjung Medan
1001,01,75,12,Pahlawan
1002,01,75,12,Jati Negara
1003,01,75,12,Nangka
1004,01,75,12,Damai
1005,01,75,12,Kebun Lada
1006,01,75,12,Cengkeh Turi
1007,01,75,12,Jati Utomo
1008,01,75,12,Jati Makmur
1009,01,75,12,Jati Karya
1001,02,75,12,Berngam
1002,02,75,12,Satria
1003,02,75,12,Setia
1004,02,75,12,Kartini
1005,02,75,12,Tangsi
1006,02,75,12,Binjai
1007,02,75,12,Pekan Binjai
1001,03,75,12,Bandar Senembah
1002,03,75,12,Limau Mungkur
1003,03,75,12,Limau Sundai
1004,03,75,12,Paya Roba (Payaroba)
1005,03,75,12,Suka Maju
1006,03,75,12,Sukaramai
1001,04,75,12,Tanah Tinggi
1002,04,75,12,Dataran Tinggi
1003,04,75,12,Timbang Langkat
1004,04,75,12,Mencirim
1005,04,75,12,Tunggurono
