kode_kelurahan,kode_kecamatan,kode_kabupaten,kode_provinsi,name
2006,13,26,33,Pajomblangan
2007,13,26,33,Proto
2008,13,26,33,Kwayangan
2010,13,26,33,Podo
2011,13,26,33,Salakbrojo
2012,13,26,33,Ambokembang
2014,13,26,33,Tangkiltengah (Tangkil Tengah)
2015,13,26,33,Karangdowo
2016,13,26,33,Bugangan (Bungangan)
2017,13,26,33,Rengas
2018,13,26,33,Tangkilkulon (Tangkil Kulon)
1002,14,26,33,Sapugarut
1004,14,26,33,Bligo
1008,14,26,33,Simbangkulon (Simbang Kulon)
2001,14,26,33,Coprayan
2003,14,26,33,Wonoyoso
2005,14,26,33,Pakumbulan
2006,14,26,33,Watusalam
2007,14,26,33,Simbangwetan (Simbang Wetan)
2009,14,26,33,Kertijayan
2010,14,26,33,Paweden
2001,15,26,33,Wuled
2002,15,26,33,Ngalian
2003,15,26,33,Pandanarum (Pandan Arum)
2004,15,26,33,Karanganyar
2005,15,26,33,Silirejo
2006,15,26,33,Pucung
2007,15,26,33,Sidorejo
2008,15,26,33,Samborejo
2009,15,26,33,Tanjung
2010,15,26,33,Pacar
2011,15,26,33,Dadirejo
2012,15,26,33,Karangjompo
2013,15,26,33,Tegaldowo
2014,15,26,33,Mulyorejo
2015,15,26,33,Jeruksari
2016,15,26,33,Curug
1010,16,26,33,Gumawang
1011,16,26,33,Kepatihan
1012,16,26,33,Mayangan
1013,16,26,33,Pekuncen
1014,16,26,33,Bener
2001,16,26,33,Kadipaten
2002,16,26,33,Delegtukang
2003,16,26,33,Karangjati
2004,16,26,33,Petukangan
2005,16,26,33,Wiradesa
2006,16,26,33,Warukidul
2007,16,26,33,Bondansari
2008,16,26,33,Warulor
2009,16,26,33,Kampil
2015,16,26,33,Kemplong
2016,16,26,33,Kauman
2001,17,26,33,Mejasem
2002,17,26,33,Wonosari
2003,17,26,33,Tengengkulon
2004,17,26,33,Tunjungsari
2005,17,26,33,Pait
2006,17,26,33,Tengengwetan (Tengeng Wetan)
2007,17,26,33,Rembun
2008,17,26,33,Yosorejo
2009,17,26,33,Siwalan
2010,17,26,33,Boyoteluk (Boyo Teluk)
2011,17,26,33,Depok
2012,17,26,33,Blacanan
2013,17,26,33,Blimbingwuluh (Blimbing Wuluh)
2001,18,26,33,Logandeng
2002,18,26,33,Jrebengkembang (Jrebeng Kembang)
2003,18,26,33,Pagumenganmas (Pagumengan Mas)
2004,18,26,33,Kedungkebo (Kedung Kebo)
2005,18,26,33,Kaligawe
2006,18,26,33,Karangdadap
2007,18,26,33,Kalilembu
2008,18,26,33,Pangkah
2009,18,26,33,Kebonrowopucang (Kebonrowo Pucang)
2010,18,26,33,Kebonsari
2011,18,26,33,Pegandon
2001,19,26,33,Pesanggrahan
2002,19,26,33,Sijambe
2003,19,26,33,Bebel
2006,19,26,33,Werdi
2007,19,26,33,Rowoyoso
2008,19,26,33,Semut
2009,19,26,33,Tratebang
2010,19,26,33,Wonokertokulon (Wonokerto Kulon)
2011,19,26,33,Wonokertowetan (Wonokerto Wetan)
2012,19,26,33,Api-Api
2013,19,26,33,Pecakaran
2001,01,27,33,Plakaran
2002,01,27,33,Mandiraja
2003,01,27,33,Walangsanga
2004,01,27,33,Sima
2005,01,27,33,Moga
2006,01,27,33,Banyumudal
2007,01,27,33,Wangkelang
2008,01,27,33,Kebanggan
2009,01,27,33,Pepedan
2010,01,27,33,Gendoang (Gendowang)
2001,02,27,33,Clekatakan
2002,02,27,33,Batursari
2003,02,27,33,Penakir
2004,02,27,33,Gunungsari
2005,02,27,33,Jurangmangu
2006,02,27,33,Gambuhan
2007,02,27,33,Karangsari
2008,02,27,33,Nyalembeng
2009,02,27,33,Pulosari
2010,02,27,33,Pagenteran
2011,02,27,33,Siremeng
2012,02,27,33,Cikendung
2001,03,27,33,Gombong
2002,03,27,33,Belik
2003,03,27,33,Gunungtiga
2004,03,27,33,Kuta
2005,03,27,33,Badak
2006,03,27,33,Gunungjaya
2007,03,27,33,Simpur
2008,03,27,33,Mendelem
2009,03,27,33,Beluk
2010,03,27,33,Bulakan
2011,03,27,33,Sikasur
2012,03,27,33,Kalisaleh
2013,03,27,33,Sodong Basari
2001,04,27,33,Tlagasana
2002,04,27,33,Tundagan
2003,04,27,33,Bongas
2004,04,27,33,Cikadu
2005,04,27,33,Cawet
2006,04,27,33,Medayu
2007,04,27,33,Pagelaran
2008,04,27,33,Bodas
2009,04,27,33,Jojogan
2010,04,27,33,Majalangu
2011,04,27,33,Tambi
2012,04,27,33,Watukumpul
2013,04,27,33,Gapura
2014,04,27,33,Majakerta
2015,04,27,33,Wisnu
2001,05,27,33,Longkeyang
2002,05,27,33,Jatingarang
2003,05,27,33,Gunungbatu
2004,05,27,33,Pasir
2005,05,27,33,Kwasen
2006,05,27,33,Jatiroyom
2007,05,27,33,Parunggalih
2008,05,27,33,Payung
2009,05,27,33,Cangak
2010,05,27,33,Kebandungan
2011,05,27,33,Kesesirejo
2012,05,27,33,Babakan
2013,05,27,33,Karangbrai
2014,05,27,33,Jraganan
2015,05,27,33,Kebandaran
2016,05,27,33,Bodeh
2017,05,27,33,Muncang
2018,05,27,33,Kelangdepok
2019,05,27,33,Pendowo
2001,06,27,33,Sumurkidang
2002,06,27,33,Wanarata
2003,06,27,33,Pedagung
2004,06,27,33,Suru
2005,06,27,33,Banjarsari
2006,06,27,33,Pegiringan
2007,06,27,33,Karanganyar
2008,06,27,33,Purana
2009,06,27,33,Pabuaran
2010,06,27,33,Sarwodadi
2011,06,27,33,Bantarbolang
2012,06,27,33,Sambeng
2013,06,27,33,Glandang
2014,06,27,33,Kuta
2015,06,27,33,Kebon Gede
2016,06,27,33,Paguyangan
2017,06,27,33,Lenggerong
2001,07,27,33,Kecepit
2002,07,27,33,Gembyang
2003,07,27,33,Mejagong
2004,07,27,33,Penusupan
2005,07,27,33,Banjaranyar
2006,07,27,33,Randudongkal
2007,07,27,33,Karangmoncol
2008,07,27,33,Semingkir
2009,07,27,33,Semaya
2010,07,27,33,Tanahbaya
2011,07,27,33,Lodaya
2012,07,27,33,Rembul
2013,07,27,33,Kreyo
2014,07,27,33,Kalimas
2015,07,27,33,Mangli
2016,07,27,33,Kalitorong
2017,07,27,33,Kejene
2018,07,27,33,Gongseng
1004,08,27,33,Paduraksa
1013,08,27,33,Kebondalem
1014,08,27,33,Bojongbata
1015,08,27,33,Mulyoharjo
1016,08,27,33,Pelutan
1018,08,27,33,Sugihwaras
1019,08,27,33,Widuri
2001,08,27,33,Banjarmulya
2002,08,27,33,Surajaya
2003,08,27,33,Kramat
2005,08,27,33,Pegongsoran (Pagongsoran)
2006,08,27,33,Sungapan
2007,08,27,33,Saradan
2008,08,27,33,Sewaka
2009,08,27,33,Mengori
2010,08,27,33,Wanamulya
2011,08,27,33,Bojongnangka
2012,08,27,33,Tambakrejo
2017,08,27,33,Lawangrejo
2020,08,27,33,Danasari
1015,09,27,33,Wanarejan Selatan
1016,09,27,33,Beji
2001,09,27,33,Penggarit
2002,09,27,33,Pener
2003,09,27,33,Jrakah
2004,09,27,33,Gondang
2005,09,27,33,Sokawangi
2006,09,27,33,Kejambon
2007,09,27,33,Jebed Utara
2008,09,27,33,Cibelok
2009,09,27,33,Banjardawa
2010,09,27,33,Banjaran
2011,09,27,33,Sitemu
2012,09,27,33,Pedurungan
2013,09,27,33,Taman
2014,09,27,33,Kaligelang
2017,09,27,33,Kabunan
2018,09,27,33,Asemdoyong
2019,09,27,33,Kedungbanjar
2020,09,27,33,Wanarejan Utara
2021,09,27,33,Jebed Selatan
1006,10,27,33,Petarukan
2001,10,27,33,Kendalsari
2002,10,27,33,Widodaren
2003,10,27,33,Karangasem
2004,10,27,33,Petanjungan
2005,10,27,33,Serang
2007,10,27,33,Kalirandu
2008,10,27,33,Iser
2009,10,27,33,Sirangkang
2010,10,27,33,Pesucen
2011,10,27,33,Temuireng
2012,10,27,33,Panjunan
2013,10,27,33,Kendaldoyong
2014,10,27,33,Pegundan
2015,10,27,33,Bulu
2016,10,27,33,Tegalmlati
2017,10,27,33,Loning
2018,10,27,33,Klareyan
2019,10,27,33,Kendalrejo
2020,10,27,33,Nyamplungsari (Nyamplung Sari)
2001,11,27,33,Sokawati
2002,11,27,33,Tegalsari Timur
2003,11,27,33,Kemuning
2004,11,27,33,Karangtalok
2005,11,27,33,Wonogiri
2006,11,27,33,Blimbing
2007,11,27,33,Ampelgading
2008,11,27,33,Cibiyuk
2009,11,27,33,Karangtengah
2010,11,27,33,Banglarangan
2011,11,27,33,Losari
2012,11,27,33,Ujunggede
2013,11,27,33,Jatirejo
2014,11,27,33,Kebagusan
2015,11,27,33,Sidokare
2016,11,27,33,Tegalsari Barat
1005,12,27,33,Purwoharjo
2001,12,27,33,Tumbal
2002,12,27,33,Pecangakan
2003,12,27,33,Sikayu
2004,12,27,33,Purwosari
2006,12,27,33,Sidorejo
2007,12,27,33,Lowa
2008,12,27,33,Ambokulon
2009,12,27,33,Gandu
2010,12,27,33,Gedeg
2011,12,27,33,Gintung
2012,12,27,33,Sarwodadi
2013,12,27,33,Susukan
2014,12,27,33,Klegen
2015,12,27,33,Wonokromo
2016,12,27,33,Kebojongan
2017,12,27,33,Kandang
2018,12,27,33,Kauman
2001,13,27,33,Sukorejo
2002,13,27,33,Botekan
2003,13,27,33,Rowosari
2004,13,27,33,Ambowetan
2005,13,27,33,Pagergunung
2006,13,27,33,Wiyorowetan
2007,13,27,33,Samong
2008,13,27,33,Tasikrejo
2009,13,27,33,Bumirejo
2010,13,27,33,Kaliprau
2011,13,27,33,Kertosari
2012,13,27,33,Pamutih
2013,13,27,33,Padek
2014,13,27,33,Blendung
2015,13,27,33,Ketapang
2016,13,27,33,Limbangan
2017,13,27,33,Mojo
2018,13,27,33,Pesantren
2001,14,27,33,Pakembaran
2002,14,27,33,Warungpring
2003,14,27,33,Karangdawa
2004,14,27,33,Datar
2005,14,27,33,Cibuyur
2006,14,27,33,Mereng
2001,01,28,33,Prupuk Selatan
2002,01,28,33,Kaligayam
2003,01,28,33,Dukuh Tengah
2004,01,28,33,Wanasari
2005,01,28,33,Danaraja
2006,01,28,33,Jembayat
2007,01,28,33,Margasari
2008,01,28,33,Pakulaut
2009,01,28,33,Karangdawa
2010,01,28,33,Kalisalak
2011,01,28,33,Jatilaba
2012,01,28,33,Prupuk Utara
2013,01,28,33,Marga Ayu
2001,02,28,33,Guci
2002,02,28,33,Sigedong
2003,02,28,33,Batumirah
2004,02,28,33,Bumijawa
2005,02,28,33,Sokasari
2006,02,28,33,Sokatengah
2007,02,28,33,Sumbaga
2008,02,28,33,Traju
2009,02,28,33,Muncanglarang
2010,02,28,33,Begawat
2011,02,28,33,Dukuhbenda (Dukuh Benda)
2012,02,28,33,Cintamanik
2013,02,28,33,Cempaka
2014,02,28,33,Gunungagung (Gunung Agung)
2015,02,28,33,Jejeg
2016,02,28,33,Pagerkasih
2017,02,28,33,Carul
2018,02,28,33,Cawitali
2001,03,28,33,Rembul
2002,03,28,33,Dukuhtengah
2003,03,28,33,Kedawung
2004,03,28,33,Suniarsih
2005,03,28,33,Karangmulya (Karangmulyo)
2006,03,28,33,Tuwel
2007,03,28,33,Bojong
2008,03,28,33,Buniwah
2009,03,28,33,Lengkong
2010,03,28,33,Batunyana
2011,03,28,33,Sangkanayu
2012,03,28,33,Gunungjati
2013,03,28,33,Puncangluwuk (Pucang Luwuk)
2014,03,28,33,Kajenengan
2015,03,28,33,Kalijambu
2016,03,28,33,Danasari
2017,03,28,33,Cikura
2001,04,28,33,Cenggini
2002,04,28,33,Bukateja
2003,04,28,33,Kalibakung
2004,04,28,33,Karangjambu
2005,04,28,33,Cilongok
2006,04,28,33,Tembongwah
2007,04,28,33,Danareja
2008,04,28,33,Sangkanjaya
2009,04,28,33,Danawarih
2010,04,28,33,Pagerwangi
2011,04,28,33,Harjowinangun
2012,04,28,33,Batuagung
2013,04,28,33,Kaliwungu
2014,04,28,33,Banjaranyar (Banjar Anyar)
2015,04,28,33,Sesepan
2016,04,28,33,Wringinjenggot (Wringin Jenggot)
2017,04,28,33,Pamiritan
2018,04,28,33,Balapulang Wetan
2019,04,28,33,Balapulang Kulon
2020,04,28,33,Cibunar
2001,05,28,33,Srengseng
2002,05,28,33,Rajegwesi
2003,05,28,33,Sidamulya (Sido Mulyo)
2004,05,28,33,Mulyoharjo
2005,05,28,33,Semboja
2006,05,28,33,Randusari
2007,05,28,33,Jatiwangi
2008,05,28,33,Pagerbarang
2009,05,28,33,Karanganyar
2010,05,28,33,Kertaharja
2011,05,28,33,Kedungsugih
2012,05,28,33,Surokidul
2013,05,28,33,Pesarean
2001,06,28,33,Timbangreja
2002,06,28,33,Lebaksiu Kidul
2003,06,28,33,Lebaksiu Lor
2004,06,28,33,Kajen
2005,06,28,33,Yamansari
2006,06,28,33,Kesuben
2007,06,28,33,Balaradin
2008,06,28,33,Lebakgowah (Lebak Goah)
2009,06,28,33,Dukuhlo
2010,06,28,33,Pendawa
2011,06,28,33,Jatimulya (Jatimulyo)
2012,06,28,33,Kambangan
2013,06,28,33,Slarangkidul (Slarang Kidul)
2014,06,28,33,Tegalandong
2015,06,28,33,Dukuhdamu
2001,07,28,33,Kedungwungu
2002,07,28,33,Mokaha
2003,07,28,33,Penyalahan
2004,07,28,33,Sitail (Setail)
2005,07,28,33,Sumbarang
2006,07,28,33,Cerih
2007,07,28,33,Gantungan
2008,07,28,33,Argatawang
2009,07,28,33,Padasari
2010,07,28,33,Capar
2011,07,28,33,Lebakwangi
2012,07,28,33,Dukuhbangsa
2013,07,28,33,Jatinegara
2014,07,28,33,Luwijawa
2015,07,28,33,Lembasari (Lembahsari)
2016,07,28,33,Tamansari
2017,07,28,33,Wotgalih
2001,08,28,33,Penujah
2002,08,28,33,Karanganyar (Karang Anyar)
2003,08,28,33,Tonggara
2004,08,28,33,Kedungbanteng (Kedung Banteng)
2005,08,28,33,Dukuhjati Wetan
2006,08,28,33,Sumingkir
2007,08,28,33,Margamulya
2008,08,28,33,Kebandingan
2009,08,28,33,Karangmalang
2010,08,28,33,Semedo
2001,09,28,33,Dermasuci
2002,09,28,33,Pener
2003,09,28,33,Dukuhjati Kidul
2004,09,28,33,Depok
2005,09,28,33,Penusupan
2006,09,28,33,Bogares Kidul
2007,09,28,33,Bogares Lor
2008,09,28,33,Pangkah
2009,09,28,33,Dukuhsembung
2010,09,28,33,Curug
2011,09,28,33,Kendalserut
2012,09,28,33,Grobog Kulon
2013,09,28,33,Bedug
2014,09,28,33,Pecabean
2015,09,28,33,Grobog Wetan
2016,09,28,33,Talok
2017,09,28,33,Paketiban
2018,09,28,33,Rancawiru
2019,09,28,33,Jenggawur
2020,09,28,33,Kalikangkung
2021,09,28,33,Pubayasa (Purbayasa)
2022,09,28,33,Dermasandi
2023,09,28,33,Balamoa
1006,10,28,33,Pakembaran
1007,10,28,33,Kagok
1008,10,28,33,Procot
1009,10,28,33,Kudaile
1010,10,28,33,Slawi Wetan
2001,10,28,33,Kalisapu
2002,10,28,33,Dukuh Ringin (Dukuhwringin)
2003,10,28,33,Dukuhsalam (Dukuh Salam)
2004,10,28,33,Slawi Kulon
2005,10,28,33,Trayeman
2001,11,28,33,Pedeslohor
2002,11,28,33,Lumingser
2003,11,28,33,Kedungsukun
2004,11,28,33,Pagiyanten
2005,11,28,33,Penarukan
2006,11,28,33,Harjosari Lor
2007,11,28,33,Tembok Lor
2008,11,28,33,Tembok Kidul
2009,11,28,33,Tembok Banjaran
2010,11,28,33,Tembok Luwung
2011,11,28,33,Adiwerna
2012,11,28,33,Kalimati
2013,11,28,33,Lemahduwur
2014,11,28,33,Pesarean
2015,11,28,33,Ujungrusi
2016,11,28,33,Pagedangan
2017,11,28,33,Kaliwadas
2018,11,28,33,Pecangakan
2019,11,28,33,Gumalar
2020,11,28,33,Bersole
2021,11,28,33,Harjosari Kidul
2001,12,28,33,Pegirikan
2002,12,28,33,Pekiringan
2003,12,28,33,Gembongkulon (Gembong Kulon)
2004,12,28,33,Pasangan
2005,12,28,33,Langgen
2006,12,28,33,Bengle
2007,12,28,33,Dukuhmalang
2008,12,28,33,Pesayangan
2009,12,28,33,Kajen
2010,12,28,33,Kebasen
2011,12,28,33,Tegalwangi
2012,12,28,33,Kaligayam
2013,12,28,33,Talang
2014,12,28,33,Kaladawa
2015,12,28,33,Cangkring
2016,12,28,33,Dawuhan
2017,12,28,33,Getaskerep
2018,12,28,33,Pacul
2019,12,28,33,Wangandawa
2001,13,28,33,Ketanggungan
2002,13,28,33,Kupu
2003,13,28,33,Sidakaton
2004,13,28,33,Sidapurna
2005,13,28,33,Pepedan
2006,13,28,33,Pengarasan
2007,13,28,33,Lawatan
2008,13,28,33,Dukuhturi
2009,13,28,33,Pekauman Kulon
2010,13,28,33,Pagongan
2011,13,28,33,Debongwetan (Debong Wetan)
2012,13,28,33,Kepandean
2013,13,28,33,Grogol
2014,13,28,33,Bandasari
2015,13,28,33,Sutapranan
2016,13,28,33,Kademangaran
2017,13,28,33,Karanganyar
2018,13,28,33,Pengabean
2001,14,28,33,Jatirawa
2002,14,28,33,Kabukan
2003,14,28,33,Setu
2004,14,28,33,Purbasana
2005,14,28,33,Kemanggungan
2006,14,28,33,Karangmangu
2007,14,28,33,Lebeteng
2008,14,28,33,Brekat
2009,14,28,33,Karangjati
2010,14,28,33,Bulakwaru
2011,14,28,33,Mindaka
2012,14,28,33,Tarub
2013,14,28,33,Kedungbungkus (Kedung Bungkus)
2014,14,28,33,Kedokansayang (Kedokan Sayang)
2015,14,28,33,Bumiharja
2016,14,28,33,Kalijambe
2017,14,28,33,Margapadang
2018,14,28,33,Kesamiran
2019,14,28,33,Kesadikan
2020,14,28,33,Mangunsaren
1019,15,28,33,Dampyak
2001,15,28,33,Mejasem Barat
2002,15,28,33,Jatilawang
2003,15,28,33,Babakan
2004,15,28,33,Kemantran
2005,15,28,33,Kertaharja
2006,15,28,33,Ketileng
2007,15,28,33,Kepunduhan
2008,15,28,33,Bangun Galih
2009,15,28,33,Tanjungharja
2010,15,28,33,Kemuning
2011,15,28,33,Plumbungan
2012,15,28,33,Maribaya
2013,15,28,33,Kramat
2014,15,28,33,Bongkok
2015,15,28,33,Munjungagung (Munjung Agung)
2016,15,28,33,Dinuk
2017,15,28,33,Kertayasa
2018,15,28,33,Padaharja
2020,15,28,33,Mejasem Timur
2001,16,28,33,Karangwuluh
2002,16,28,33,Gembongdadi
2003,16,28,33,Karangmulya
2004,16,28,33,Harjasari
2005,16,28,33,Kertasari
2006,16,28,33,Jatimulya
2007,16,28,33,Jatibogor
2008,16,28,33,Sidaharja (Sidoharjo)
2009,16,28,33,Purwahamba
2010,16,28,33,Suradadi
2011,16,28,33,Bojongsana
2001,17,28,33,Sidamulya (Sidomulyo)
2002,17,28,33,Kedungjati
2003,17,28,33,Kendayakan
2004,17,28,33,Warureja
2005,17,28,33,Demangharjo
2006,17,28,33,Banjarturi
2007,17,28,33,Kedungkelor
2008,17,28,33,Sukareja
2009,17,28,33,Banjaragung (Banjar Agung)
2010,17,28,33,Sigentong
2011,17,28,33,Kreman
2012,17,28,33,Rangi Mulya (Rangimulya)
2001,18,28,33,Slaranglor (Slarang Lor)
2002,18,28,33,Selapura
2003,18,28,33,Blubuk
2004,18,28,33,Gumayun
2005,18,28,33,Kabunan
2006,18,28,33,Pedagangan
2007,18,28,33,Kalisoka
2008,18,28,33,Sindang
2009,18,28,33,Dukuhwaru
2010,18,28,33,Bulakpacing
2001,01,29,33,Banjaran
2002,01,29,33,Bentar
2003,01,29,33,Bentarsari
2004,01,29,33,Capar
2005,01,29,33,Ciputih
2006,01,29,33,Citimbang
2007,01,29,33,Ganggawang
2008,01,29,33,Gandoang
2009,01,29,33,Gunungjaya (Gunung Jaya)
2010,01,29,33,Gununglarang (Gunung Larang)
2011,01,29,33,Gunungsugih (Gunung Sugih)
2012,01,29,33,Gunungtajem (Gunung Tajem)
2013,01,29,33,Indrajaya
2014,01,29,33,Kadumanis
2015,01,29,33,Pabuaran
2016,01,29,33,Pasirpanjang (Pasir Panjang)
2017,01,29,33,Salem
2018,01,29,33,Tembongraja
2019,01,29,33,Wanoja
2020,01,29,33,Winduasri
2021,01,29,33,Windusakti
2001,02,29,33,Bangbayang
2002,02,29,33,Banjarsari
2003,02,29,33,Bantarkawung
2004,02,29,33,Bantarwaru
2005,02,29,33,Cibentang
2006,02,29,33,Cinanas
2007,02,29,33,Ciomas
2008,02,29,33,Jipang
2009,02,29,33,Karangpari
2010,02,29,33,Kebandungan
2011,02,29,33,Legok
2012,02,29,33,Pangebatan
2013,02,29,33,Pengarasan
2014,02,29,33,Sindangwangi
2015,02,29,33,Tambakserang
2016,02,29,33,Terlaya
2017,02,29,33,Telaga
2018,02,29,33,Waru
2001,03,29,33,Adisana
2002,03,29,33,Bumiayu
2003,03,29,33,Dukuhturi
2004,03,29,33,Jatisawit
2005,03,29,33,Kalierang
2006,03,29,33,Kalilangkap
2007,03,29,33,Kalinusu
2008,03,29,33,Kalisumur
2009,03,29,33,Kaliwadas
2010,03,29,33,Langkap
2011,03,29,33,Laren
2012,03,29,33,Negaradaha
2013,03,29,33,Pamijen
2014,03,29,33,Penggarutan (Panggarutan)
2015,03,29,33,Pruwatan
2001,04,29,33,Cilibur
2002,04,29,33,Cipetung
2003,04,29,33,Kedungoleng
2004,04,29,33,Kretek
2005,04,29,33,Pagojengan
2006,04,29,33,Paguyangan
2007,04,29,33,Pakujati
2008,04,29,33,Pandansari
2009,04,29,33,Ragatunjung
2010,04,29,33,Taraban
2011,04,29,33,Wanatirta
2012,04,29,33,Winduaji
2001,05,29,33,Batursari
2002,05,29,33,Benda
2003,05,29,33,Buniwah
2004,05,29,33,Dawuhan
2005,05,29,33,Igirklanceng
2006,05,29,33,Kaligiri
2007,05,29,33,Kaliloka
2008,05,29,33,Manggis
2009,05,29,33,Mendala
2010,05,29,33,Mlayang
2011,05,29,33,Sridadi
2012,05,29,33,Plompong
2013,05,29,33,Wanareja
2001,06,29,33,Galuhtimur (Galuh Timur)
2002,06,29,33,Kalijurang
2003,06,29,33,Karangjongkeng
2004,06,29,33,Kutamendala
2005,06,29,33,Kutayu
2006,06,29,33,Linggapura
2007,06,29,33,Negarayu
2008,06,29,33,Pepedan
2009,06,29,33,Purbayasa
2010,06,29,33,Rajawetan
2011,06,29,33,Purwodadi
2012,06,29,33,Tanggeran
2013,06,29,33,Tonjong
2014,06,29,33,Watujaya
2001,07,29,33,Bojong
2002,07,29,33,Buaran
2003,07,29,33,Janegara
2004,07,29,33,Jatibarang Kidul
2005,07,29,33,Jatibarang Lor
2006,07,29,33,Kalialang
2007,07,29,33,Kalipucang
2008,07,29,33,Karanglo
2009,07,29,33,Kebogadung
2010,07,29,33,Kebonagung
2011,07,29,33,Kedungtukang
2012,07,29,33,Kemiriamba
2013,07,29,33,Kendawa
2014,07,29,33,Kertasinduyasa
2015,07,29,33,Klampis
2016,07,29,33,Klikiran
2017,07,29,33,Kramat
2018,07,29,33,Pamengger
2019,07,29,33,Pedeslohor
2020,07,29,33,Rengasbandung
2021,07,29,33,Tegalwulung
2022,07,29,33,Tembelang
2001,08,29,33,Glonggong
2002,08,29,33,Dukuhwringin
2003,08,29,33,Dumeling
2004,08,29,33,Jagalempeni
2005,08,29,33,Keboledan
2006,08,29,33,Kertabesuki
2007,08,29,33,Klampok
2008,08,29,33,Kupu
2009,08,29,33,Lengkong
2010,08,29,33,Pebatan
2011,08,29,33,Pesantunan
2012,08,29,33,Sawojajar
2013,08,29,33,Siasem
2014,08,29,33,Sidamulya
2015,08,29,33,Sigentong
2016,08,29,33,Sisalam
2017,08,29,33,Siwungkuk
2018,08,29,33,Tanjungsari
2019,08,29,33,Tegalgandu
2020,08,29,33,Wanasari
1002,09,29,33,Brebes
1003,09,29,33,Gandasuli
1011,09,29,33,Limbangan Kulon
1012,09,29,33,Limbangan Wetan
1015,09,29,33,Pasarbatang (Pasar Batang)
2001,09,29,33,Banjaranyar
2004,09,29,33,Kaligangsa Kulon
2005,09,29,33,Kaligangsa Wetan
2006,09,29,33,Kalimati
2007,09,29,33,Kaliwlingi
2008,09,29,33,Kedunguter
2009,09,29,33,Krasak
2010,09,29,33,Lembarawa
2013,09,29,33,Padasugih
2014,09,29,33,Pagejugan
2016,09,29,33,Pemaron
2017,09,29,33,Pulosari
2018,09,29,33,Randusanga Kulon
2019,09,29,33,Randusanga Wetan
2020,09,29,33,Sigambir
2021,09,29,33,Tengki
2022,09,29,33,Terlangu
2023,09,29,33,Wangandalem
2001,10,29,33,Cenang
2002,10,29,33,Dukuhmaja
2003,10,29,33,Jatirokeh
2004,10,29,33,Karangsembung
2005,10,29,33,Songgom
2006,10,29,33,Wanacala
2007,10,29,33,Wanatawang
2008,10,29,33,Gegerkunci
2009,10,29,33,Jatimakmur
2010,10,29,33,Songgom Lor
2001,11,29,33,Ciampel
2002,11,29,33,Cigedog
2003,11,29,33,Cikandang
2004,11,29,33,Jagapura
2005,11,29,33,Kemukten
2006,11,29,33,Kradenan
2007,11,29,33,Kersana
2008,11,29,33,Kramatsampang
2009,11,29,33,Kubangpari
2010,11,29,33,Limbangan
2011,11,29,33,Pende
2012,11,29,33,Sindangjaya
2013,11,29,33,Sutamaja
2001,12,29,33,Babakan
2002,12,29,33,Blubuk
2003,12,29,33,Bojongsari
2004,12,29,33,Dukuhsalam
2005,12,29,33,Jatisawit (Jati Sawit)
2006,12,29,33,Kalibuntu
2007,12,29,33,Karangdempel
2008,12,29,33,Karangjunti
2009,12,29,33,Karangsambung
2010,12,29,33,Kecipir
2011,12,29,33,Kedungneng
2012,12,29,33,Limbangan
2013,12,29,33,Losari Kidul
2014,12,29,33,Losari Lor
2015,12,29,33,Negla
2016,12,29,33,Pekauman
2017,12,29,33,Pengabean
2018,12,29,33,Prapag Kidul
2019,12,29,33,Prapag Lor
2020,12,29,33,Randegan (Radegan)
2021,12,29,33,Randusari
2022,12,29,33,Rungkang
2001,13,29,33,Karangreja
2002,13,29,33,Kedawung
2003,13,29,33,Kemurang Kulon
2004,13,29,33,Kemurang Wetan
2005,13,29,33,Krakahan
2006,13,29,33,Kupangputat (Kubangputat)
2007,13,29,33,Luwunggede (Luwung Gede)
2008,13,29,33,Lemahabang (Lemah Abang)
2009,13,29,33,Luwungbata
2010,13,29,33,Mundu
2011,13,29,33,Pejagan
2012,13,29,33,Pengaradan
2013,13,29,33,Sarireja
2014,13,29,33,Sengon
2015,13,29,33,Sidakaton
2016,13,29,33,Tanjung
2017,13,29,33,Tegongan
2018,13,29,33,Tengguli
2001,14,29,33,Bangsri
2002,14,29,33,Banjaratma
2003,14,29,33,Bulakamba
2004,14,29,33,Bulakparen
2005,14,29,33,Bulusari
2006,14,29,33,Cimohong
2007,14,29,33,Cipelem
2008,14,29,33,Dukuhlo
2009,14,29,33,Grinting
2010,14,29,33,Jubang
2011,14,29,33,Karangsari
2012,14,29,33,Kluwut
2013,14,29,33,Luwungragi
2014,14,29,33,Pakijangan
2015,14,29,33,Petunjungan
2016,14,29,33,Pulogading
2017,14,29,33,Rancawuluh
2018,14,29,33,Siwuluh
2019,14,29,33,Tegalglagah
2001,15,29,33,Kamal
2002,15,29,33,Karangbale
2003,15,29,33,Kedungbokor
2004,15,29,33,Larangan
2005,15,29,33,Luwunggede
2006,15,29,33,Pamulihan
2007,15,29,33,Rengaspendawa
2008,15,29,33,Sitanggal
2009,15,29,33,Slatri
2010,15,29,33,Wlahar
2011,15,29,33,Siandong
2001,16,29,33,Baros
2002,16,29,33,Buara
2003,16,29,33,Bulakelor
2004,16,29,33,Ciduwet
2005,16,29,33,Cikeusal Kidul
2006,16,29,33,Cikeusal Lor
2007,16,29,33,Ciseureuh
